Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",1996,1996,tonnes,304794,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",1997,1997,tonnes,431879,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",1998,1998,tonnes,485269,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",1999,1999,tonnes,443410,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2000,2000,tonnes,398016,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2001,2001,tonnes,413596,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2002,2002,tonnes,391840,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2003,2003,tonnes,597780,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2004,2004,tonnes,554733,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2005,2005,tonnes,673718,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2006,2006,tonnes,628264,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2007,2007,tonnes,739056,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2008,2008,tonnes,860018,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2009,2009,tonnes,934828,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2010,2010,tonnes,1012437,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2011,2011,tonnes,945088,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2012,2012,tonnes,1047223,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5510,Production,2769,"Aquatic Animals, Others",2013,2013,tonnes,1047223,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1961,1961,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1962,1962,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1963,1963,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1964,1964,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1965,1965,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1966,1966,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1967,1967,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1968,1968,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1969,1969,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1970,1970,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1971,1971,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1972,1972,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1973,1973,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1974,1974,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1975,1975,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1976,1976,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1977,1977,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1978,1978,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1979,1979,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1980,1980,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1981,1981,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1982,1982,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1983,1983,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1984,1984,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1985,1985,tonnes,0,S,Standardized data
BL,Commodity Balances - Livestock and Fish Primary Equivalent,41,"China, mainland",5610,Import Quantity,2769,"Aquatic Animals, Others",1986,1986,tonnes,0,S,Standardized data
