Domain,Area,Element,Item,Year,Unit,Value,Flag Description
Livestock Primary,China,Production,"Meat, goat",1964,10000 tonnes,6.5461,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1965,10000 tonnes,7.5476,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1966,10000 tonnes,9.0556,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1967,10000 tonnes,9.2591,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1968,10000 tonnes,9.2515,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1969,10000 tonnes,9.4511,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1970,10000 tonnes,9.558,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1971,10000 tonnes,11.062000000000001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1972,10000 tonnes,12.0617,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1973,10000 tonnes,13.5603,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1974,10000 tonnes,14.0579,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1975,10000 tonnes,15.0686,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1976,10000 tonnes,13.5738,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1977,10000 tonnes,14.0702,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1978,10000 tonnes,14.5503,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1979,10000 tonnes,17.1482,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1980,10000 tonnes,20.0501,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1981,10000 tonnes,22.051,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, goat",1982,10000 tonnes,25.0461,"Aggregate, may include official, semi-official, estimated or calculated data"
