Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1989,10000 tonnes,91.769848,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1990,10000 tonnes,101.730867,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1991,10000 tonnes,118.738919,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1992,10000 tonnes,164.327976,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1993,10000 tonnes,200.061571,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1994,10000 tonnes,226.68512400000003,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1995,10000 tonnes,273.148081,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1996,10000 tonnes,312.33680499999997,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1997,10000 tonnes,385.820952,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1998,10000 tonnes,426.61749000000003,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,1999,10000 tonnes,453.32091900000006,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2000,10000 tonnes,493.622271,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2001,10000 tonnes,502.05351900000005,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2002,10000 tonnes,517.412971,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2003,10000 tonnes,537.6348,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2004,10000 tonnes,552.606924,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2005,10000 tonnes,556.15311,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2006,10000 tonnes,562.904633,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2007,10000 tonnes,598.90209,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2008,10000 tonnes,600.662229,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2009,10000 tonnes,628.889814,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2010,10000 tonnes,651.608238,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2011,10000 tonnes,644.280543,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2012,10000 tonnes,660.617571,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Bovine Meat,2013,10000 tonnes,708.9479190000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1961,g/capita/day,0.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1962,g/capita/day,0.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1963,g/capita/day,0.43,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1964,g/capita/day,0.47,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1965,g/capita/day,0.52,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1966,g/capita/day,0.55,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1967,g/capita/day,0.56,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1968,g/capita/day,0.54,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1969,g/capita/day,0.55,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1970,g/capita/day,0.53,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1971,g/capita/day,0.57,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1972,g/capita/day,0.6,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1973,g/capita/day,0.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1974,g/capita/day,0.66,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1975,g/capita/day,0.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1976,g/capita/day,0.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1977,g/capita/day,0.67,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1978,g/capita/day,0.66,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1979,g/capita/day,0.75,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1980,g/capita/day,0.8,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1981,g/capita/day,0.8,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1982,g/capita/day,0.79,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1983,g/capita/day,0.86,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1984,g/capita/day,0.99,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1985,g/capita/day,1.06,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1986,g/capita/day,1.37,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1987,g/capita/day,1.83,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1988,g/capita/day,2.0,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1989,g/capita/day,2.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1990,g/capita/day,2.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1991,g/capita/day,2.75,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1992,g/capita/day,3.76,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1993,g/capita/day,4.52,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1994,g/capita/day,5.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1995,g/capita/day,6.05,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1996,g/capita/day,6.86,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1997,g/capita/day,8.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1998,g/capita/day,9.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,1999,g/capita/day,9.76,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2000,g/capita/day,10.56,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2001,g/capita/day,10.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2002,g/capita/day,10.94,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2003,g/capita/day,11.31,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2004,g/capita/day,11.55,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2005,g/capita/day,11.56,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2006,g/capita/day,11.63,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2007,g/capita/day,12.3,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2008,g/capita/day,12.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2009,g/capita/day,12.75,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2010,g/capita/day,13.13,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2011,g/capita/day,12.9,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2012,g/capita/day,13.14,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Bovine Meat,2013,g/capita/day,14.02,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1961,g/capita/day,0.03,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1962,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1963,g/capita/day,0.06,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1964,g/capita/day,0.06,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1965,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1966,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1967,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1968,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1969,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1970,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1971,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1972,g/capita/day,0.08,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1973,g/capita/day,0.08,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1974,g/capita/day,0.09,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1975,g/capita/day,0.09,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1976,g/capita/day,0.08,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Bovine Meat,1977,g/capita/day,0.09,Calculated data
