Area,Year,"Stock, cattle","Stock, goat & sheep","Stock, pig","Stock, birds","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, pig","Slaughtered, birds","Meat Production, cattle","Meat Production, goat & sheep","Meat Production, pig","Meat Production, birds","Egg Production, birds","Milk Production, cow","Meat Yield, cattle","Meat Yield, goat & sheep","Meat Yield, pig","Meat Yield, birds","Aquatic, total","Aquatic, animals","Marine, total","Marine, caught","Marine, farmed",Marine Fish,Marine Crustaceans,Marine Molluscs,Marine Plants,"Marine, others","Freshwater, total","Freshwater, caught","Freshwater, farmed",Freshwater Fish,Freshwater Crustaceans,Freshwater Molluscs,"Freshwater, others"
Hunan,2000,504.83,375.16,3583.8,,128.07,397.06,5491.3,30448.88,13.4858,6.0988,371.7571,,52.3,1.0552,,,,,133.2133,133.2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.2133,15.0442,118.1691,127.3403,2.0869999999999997,2.3561,1.4299
Guangdong,2000,420.64,29.33,2034.79,,47.64,22.01,2954.98,92913.43,5.1676,0.4334,206.8487,,33.1,9.1906,,,,,593.1865,590.7747,360.4525,191.4781,168.9744,168.57,30.7598,152.5839,2.4118,6.1270000000000024,232.734,13.5201,219.2139,212.0361,6.492999999999999,7.4773,6.7276
Guangxi,2000,775.25,241.8,3171.8,,108.91,164.98,2749.9,37981.88,9.7851,2.4677,206.849,,14.5,1.6816,,,,,239.8592,239.8592,159.4505,88.8417,70.6088,58.6269,17.1003,79.0393,0.0,4.6825,80.4087,9.1538,71.2549,77.2067,0.9357,1.9516,0.3147
Hainan,2000,144.94,92.48,343.95,,22.79,72.14,256.54,7636.65,2.0515,0.9914,22.6657,,2.9,0.032,,,,,83.0642,79.5265,67.586,59.8853,7.7007,51.3312,5.776,5.9058,3.5377,1.0353,15.4782,2.0108,13.4674,13.3596,0.1386,0.2249,1.7551
Chongqing,2000,164.05,160.64,1610.0,,38.49,167.94,1821.0,10209.07,4.4043,1.8828,132.1499,,27.9,5.5987,,,,,20.0345,20.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0345,1.2831,18.7514,19.7358,0.0352,0.1278,0.1357
Sichuan,2000,1002.77,1321.55,4781.07,,208.97,1038.28,5774.9,58169.58,23.8252,16.2445,419.1007,,99.7,28.4899,,,,,51.3068,51.3068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3068,3.806,47.5008,50.5751,0.1298,0.1238,0.4781
Guizhou,2000,658.08,341.76,1802.65,,51.35,165.47,1164.51,2992.02,6.9854,4.2127,104.80899,,6.5,1.692,,,,,6.2387,6.2387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2387,0.7969,5.4418,6.1659,0.048,0.0148,0.01
Yunnan,2000,854.82,892.92,2587.14,,124.15,330.31,2033.26,8313.22,12.7679,5.8041,172.6359,,10.6,12.9677,,,,,16.6164,16.6164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6164,2.1228,14.4936,14.4575,1.1304,0.833,0.1955
Xizang,2000,526.24,1664.27,23.47,,80.13,437.52,13.64,0.0,8.476985,5.663346,0.79343,,0.2,16.19809,,,,,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.008,0.172,0.18,0.0,0.0,0.0
Shaanxi,2000,257.71,635.34,639.85,,62.91,347.71,752.43,5136.02,7.8569,5.3976,60.9424,,42.5,39.24800000000001,,,,,6.084,6.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.084,0.3205,5.7635,6.0499,0.0213,0.0,0.0128
Gansu,2000,343.43,1163.25,548.23,,79.93,478.46,562.59,2465.76,7.8507,7.5341,38.9243,,11.2,13.3142,,,,,1.4089,1.4089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4089,0.0649,1.344,1.4089,0.0,0.0,0.0
Qinghai,2000,390.95,1642.04,104.0,,75.04,440.95,112.0,242.24,6.3529,7.0011,6.9529999999999985,,1.3,20.6132,,,,,0.1166,0.1166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166,0.0092,0.1074,0.1166,0.0,0.0,0.0
Ningxia,2000,60.5,394.27,120.3,,28.16,220.5,133.5,1859.49,3.3051,3.3094,8.8395,,7.6,23.6042,,,,,3.6983,3.6983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6983,0.0564,3.6419,3.6942,0.0,0.0,0.0
Xinjiang,2000,384.98,3690.21,132.98,,154.53,2017.36,142.04,4534.23,22.2428,37.4966,10.81,,18.5,72.536,,,,,6.0065,6.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0065,0.9193,5.0872,5.9416,0.0,0.0,0.0649
Beijing,2001,23.4,145.1,248.2,,22.9,201.2,453.1,18646.46,4.0118,3.0175,31.1951,,15.5587,42.9004,,,,,7.4302,7.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4302,0.0,7.4302,7.397,0.0332,0.0,0.0
Tianjin,2001,27.0,82.1,182.9,,21.6,108.6,306.2,6026.32,3.5283,2.4376,21.923,,25.9953,24.0528,,,,,26.4564,26.4564,4.3834,3.7143,0.6691,1.6232,1.1751,1.5674,0.0,0.0177,22.073,1.3454,20.7276,21.1004,0.4254,0.2051,0.3421
Hebei,2001,701.61,2185.01,2592.51,,452.96,1934.68,3470.05,55086.78,68.5023,25.5697,260.2549,,369.6275,107.3784,,,,,84.8887,84.8887,51.4411,31.8147,19.6264,18.557000000000002,9.2362,20.9393,0.0,2.7086,33.4476,7.0732,26.3744,31.2911,1.5942,0.4111,0.1512
Shanxi,2001,214.92,1096.94,475.53,,55.7,483.6,575.42,3507.93,6.5789,6.9429,44.1525,,42.5589,37.9001,,,,,2.7552,2.7552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7552,0.0215,2.7337,2.7504,0.0,0.0,0.0
Neimenggu,2001,301.1,3515.9,765.4,,161.8,2146.5,878.0,5339.9,23.2147,32.5724,78.9957,,26.379,106.2365,,,,,7.6084,7.6084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6084,3.0363,4.5721,7.3628,0.1717,0.0,0.0739
Liaoning,2001,251.1,449.4,1291.8,,181.9,267.29,1397.3,41175.0,27.26257,3.6904,123.7997,,148.3621,24.2333,,,,,350.7602,318.2258,310.4923,149.6053,160.887,81.2894,37.1511,142.6661,32.5344,16.8513,40.2679,3.4265,36.8414,36.7461,2.5462,0.009000000000000001,0.9666
Jilin,2001,454.6,359.3,889.6,,282.1,272.8,1197.75,43113.8,35.2952,3.4163,68.5995,,82.9616,16.0465,,,,,11.0238,11.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0238,2.786,8.2378,11.0168,0.0,0.0,0.0
Heilongjiang,2001,478.2,567.8,971.2,,159.2,266.6,1006.7,17625.8,23.6152,3.9191,73.1424,,80.3119,188.9843,,,,,40.1892,40.1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1892,3.701,36.4882,39.9823,0.2019,0.0,0.0
Shanghai,2001,6.3,54.54,239.49,,0.26,66.8,480.0,17500.0,0.0,0.9,26.3327,,16.8659,26.0441,,,,,29.7658,29.7658,10.4904,10.2269,0.2635,5.0996,2.4761,2.8344,0.0,0.0803,19.2754,0.8325,18.4429,15.1347,3.7718,0.11699999999999999,0.2519
Jiangsu,2001,59.07,1088.12,2028.51,,26.81,1433.59,2919.45,58355.33,5.0243,16.3405,216.6816,,180.13,35.408,,,,,320.8522,319.7675,94.1014,63.9658,30.1356,41.0689,13.3976,34.1913,1.0847,4.3589,226.7508,27.6378,199.113,179.801,37.0796,9.5617,0.3085
Zhejiang,2001,39.3,245.0,1146.88,,8.1,162.4,1669.3,17017.0,1.0,2.9,107.4,,40.5512,17.5874,,,,,472.8529,470.022,406.9625,329.3072,77.6553,222.9608,88.4759,91.6219,2.8309,1.073,65.8904,7.7219,58.1685,51.2783,5.7768,4.4828,4.3525
Anhui,2001,528.42,720.85,1910.59,,205.02,906.7,2408.04,43802.77,28.7028,10.8804,199.86732,,112.7183,5.5052,,,,,159.9418,159.9418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.9418,33.2676,126.6742,128.7833,16.3044,10.2409,4.6132
Fujian,2001,109.7,101.4,1119.88,,22.4,104.0,1438.01,22002.7,2.2143,1.4529,107.182226,,40.108,11.0984,,,,,542.4862,507.92230000000006,481.8225,209.2126,272.6099,170.5023,35.063,237.5523,34.5639,4.141,60.6637,7.9619,52.7018,51.8666,2.0148,5.0808,1.7015
Jiangxi,2001,360.9,86.4,1481.42,,59.6,65.8,1998.25,29091.9,5.3435,0.9233,151.6672,,33.6352,5.9276,,,,,132.2576,132.2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.2576,22.8711,109.3865,122.206,3.7032,4.3645,1.9839
Shandong,2001,1006.85,2904.47,2769.41,,461.8,3210.88,3594.69,119102.28,72.964526,27.5608,298.7446,,379.0377,61.78123000000001,,,,,686.0957,638.6284999999998,583.0883,278.0226,305.0657,180.363,54.2217,292.0337,47.4672,9.0027,103.0074,8.8562,94.1512,97.3546,3.9764,0.9731,0.7033
Henan,2001,1338.0,3120.07,3672.07,,621.34,3132.01,4218.99,48797.71,89.225,34.5147,343.7744,,286.0045,27.0247,,,,,31.4631,31.4631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4631,1.5601,29.903000000000002,30.3719,0.7287,0.0663,0.2962
Hubei,2001,406.9,226.5,1885.8,,101.8,220.3,2506.0,31438.7,13.4307,3.5517,205.0905,,108.1805,8.7951,,,,,242.1754,242.1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.1754,31.3828,210.7926,227.1264,8.4827,4.9699,1.5964
Hunan,2001,507.9,387.9,3604.26,,125.0,435.2,5540.5,32672.0,13.15,6.6758,389.76916,,54.6514,1.8462,,,,,140.9648,140.9648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9648,15.6497,125.3151,134.9416,2.333,2.5026,1.1876
Guangdong,2001,434.54,35.9,2138.8,,47.39,23.8,3052.2,94517.2,5.2129,0.4638,213.653,,33.1399,10.1845,,,,,609.6725,607.1517,367.07,188.0226,179.0474,166.1504,34.8501,156.5535,2.5208,6.9952,242.6025,13.2785,229.324,220.1955,9.2372,7.0521,6.1177
Guangxi,2001,766.56,237.55,3154.6,,115.47,173.76,2768.4,24617.29,10.4328,2.6025,208.0752,,14.458,2.0471,,,,,247.7685,247.7685,163.9807,89.3069,74.6738,58.8501,17.9149,82.5402,0.0,4.6755,83.7878,9.9038,73.884,80.5828,0.9966,1.882,0.3264
Hainan,2001,150.2,97.0,301.0,,19.9,84.0,259.18,8136.0,2.3697,1.1492,22.9074,,3.1347,0.0,,,,,95.5778,91.63,79.5664,69.1178,10.4486,59.3212,8.3551,6.5226,3.9478,1.4197,16.0114,2.0604,13.950999999999999,13.7438,0.4113,0.2792,1.5771
Chongqing,2001,170.61,168.67,1636.4,,41.18,182.62,1702.32,10534.67,4.71,2.05,122.6351,,29.7922,6.7791,,,,,19.6967,19.6967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6967,1.2567,18.44,19.3749,0.0416,0.1256,0.1546
Sichuan,2001,1022.2,1287.0,5270.8,,207.0,1060.0,5964.0,33497.3,22.3,16.3,441.2,,108.759,32.9588,,,,,57.1245,57.1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1245,4.4772,52.6473,56.5335,0.136,0.1102,0.3448
Guizhou,2001,671.4,350.0,1787.66,,55.91,179.2,1223.89,4081.5,7.5792,4.3425,110.884434,,7.0049160000000015,2.003728,,,,,6.8861,6.8861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8861,0.871,6.0151,6.6437,0.185,0.0254,0.032
Yunnan,2001,793.39,838.31,2518.63,,137.05,368.56,2135.87,8950.96,13.8199,6.3393,183.685,,11.8038,15.589,,,,,18.0181,18.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0181,2.1822,15.8359,17.2563,0.6201,0.1265,0.0152
Xizang,2001,552.7,1728.9,23.9,,85.3,467.7,12.7,0.0,8.9433,6.2298,0.8338,,0.2424,18.1432,,,,,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0089,0.1021,0.111,0.0,0.0,0.0
Shaanxi,2001,255.8,664.5,673.96,,64.1,378.0,758.73,5210.6,8.1703,5.7542,61.83649499999999,,42.4777,43.467,,,,,6.3294,6.3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3294,0.3035,6.0259,6.2920000000000025,0.008,0.0,0.0294
Gansu,2001,349.39,1172.86,595.99,,87.57,529.65,613.94,2627.4,8.71514,8.361080000000001,43.389735,,11.9078,15.1581,,,,,1.4693,1.4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4693,0.0556,1.4137,1.4693,0.0,0.0,0.0
Qinghai,2001,401.27,1676.79,103.26,,89.31,485.91,101.42,226.27,6.9973,7.6269,7.0037,,1.2941,21.6514,,,,,0.1989,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989,0.0103,0.1886,0.1989,0.0,0.0,0.0
Ningxia,2001,54.5,467.2,110.6,,18.6,223.0,120.2,1267.4,2.5113,3.7141,7.6003,,8.7013,27.5997,,,,,4.1283,4.1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1283,0.0421,4.0862,4.1215,0.0068,0.0,0.0
Xinjiang,2001,386.4,3764.9,151.92,,179.3,2147.3,166.08,4865.83,23.9898,40.4844,12.2003,,20.3736,81.0898,,,,,6.0876,6.0876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0876,1.0082,5.0794,6.0113,0.0,0.0,0.0763
Beijing,2002,27.43,175.24,277.8286614,,26.81,263.88,483.18428,16385.89,4.922,4.2442,33.82289960000001,,15.2145,55.0805,,,,,7.4168,7.4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4168,0.0,7.4168,7.3676,0.0,0.0,0.0
Tianjin,2002,37.29,93.73,269.94,,27.93,124.74,362.36,8405.41,4.5566,2.8317,26.0899,,24.4677,33.593,,,,,28.5564,28.5564,5.2778,4.482,0.7958,1.8093,1.2819,0.371,0.0,1.8156,23.2786,1.281,21.9976,22.1359,0.8782,0.247,0.0
Hebei,2002,703.16,2101.12,2614.28,,480.02,2030.69,3541.06,57389.69,71.2296,26.7059,265.1646,,389.4434,136.8887,,,,,87.0571,87.0571,51.843999999999994,31.7249,20.1191,18.1557,9.1831,22.1911,0.0,2.3141,35.2131,7.2972,27.9159,31.5759,1.972,0.9129999999999999,0.7522
Shanxi,2002,217.49,1067.97,472.74,,50.21,484.05,592.03,3508.3,6.7239,6.9443,45.3492,,45.6533,44.7145,,,,,2.9226,2.9226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9226,0.0218,2.9008,2.9177,0.0,0.0,0.0
Neimenggu,2002,327.32,3951.74,681.82,,129.6,2156.01,838.4593,7005.95,19.489,33.8107,74.884,,27.6578,165.1996,,,,,7.7707,7.7707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7707,3.1868,4.5839,7.4751,0.1656,0.0,0.13
Liaoning,2002,264.8,446.0,1281.8,,198.6,319.84,1539.8,45592.0,29.6578,4.4405,132.3696,,159.8264,28.1231,,,,,374.8309,339.9407,327.0787,148.8365,178.2422,87.6244,36.5854,152.8377,34.8902,15.140999999999998,47.7522,3.1838,44.5684,43.3563,3.7265,0.0,0.6641
Jilin,2002,460.0,372.32,474.48,,295.9,284.83,1008.56,43547.7,36.9973,3.4711,75.642,,84.0392,17.996,,,,,10.5142,10.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5142,2.3398,8.1744,10.4692,0.0,0.0,0.0
Heilongjiang,2002,491.91,749.1,1010.81,,192.3,319.62,1131.31,13856.39,28.2361,4.7277,82.4388,,84.5941,235.7546,,,,,41.7786,41.7786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7786,5.2197,36.5589,41.6256,0.1121,0.0,0.0
Shanghai,2002,6.2,47.0,216.13,,0.37,72.0,450.0,15900.0,0.06,0.8640000000000001,25.1,,16.6472,27.9837,,,,,32.6905,32.6905,11.8235,11.5802,0.2433,3.2621,1.9044,6.6247,0.0,0.0,20.866999999999997,0.6582,20.2088,15.5349,4.9833,0.1166,0.2322
Jiangsu,2002,63.61,1147.02,2011.7,,28.54,1504.26,2955.71,60486.36,5.3371,17.16,217.36,,187.25,45.269,,,,,334.4167,333.3257,97.0773,60.6572,36.4201,39.1153,13.7628,37.3654,1.091,5.7428,237.3394,27.9574,209.382,182.8394,44.1641,9.7434,0.5925
Zhejiang,2002,39.63,258.61,1139.17,,8.97,181.08,1719.15,18693.32,1.2269,3.0835,115.0861,,43.4886,22.1539,,,,,480.6837,477.4528,409.3332,324.1799,85.1533,218.9165,88.7019,98.0897,3.2309,0.3942,71.3505,8.1405,63.21,54.6979,7.6844,4.1271,4.8411
Anhui,2002,582.5039057999999,948.6547467,1995.371632,,252.26,852.2,2453.87099,44203.84,35.31668633,11.93082541,201.2174212,,115.3096,7.3764,,,,,163.3857,163.3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.3857,32.8103,130.5754,129.4371,18.4724,10.3993,5.0769
Fujian,2002,109.3,106.4,1132.89,,23.9,107.8,1488.34,18093.97,2.3281,1.4669,110.612051,,40.7915,13.836,,,,,558.7142,520.0486,494.7843,211.8278,282.9565,175.4321,35.3351,240.8425,38.6656,4.5089999999999995,63.9299,7.9065,56.0234,53.7957,3.2073,5.3586,1.5683
Jiangxi,2002,356.71,73.9,1369.92,,67.08,74.36,1957.03,28153.71,5.9952,1.1249,149.9062,,35.3658,7.8732,,,,,138.2016,138.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.2016,22.9781,115.2235,128.5448,3.5626,4.3396,1.7546
Shandong,2002,1018.93,3039.45,2882.96,,488.12,3358.58,3803.18,126352.58,76.1473,30.2272,314.8382,,399.4099,90.3023,,,,,695.0136,647.4418,598.2623,272.0554,326.2069,180.9821,55.6088,304.3735,47.5718,9.7261,96.7513,7.8764,88.8749,91.4777,3.7524,0.872,0.6492
Henan,2002,1330.63,3378.02,3800.0,,640.0,3437.22,4498.0,52847.92,89.2,37.8465,366.4908,,302.0,36.0001,,,,,36.2179,36.2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2179,2.1482,34.0697,34.7962,0.9704,0.1297,0.3216
Hubei,2002,399.28,301.94,2107.632,,102.78,279.14,2751.98,31506.97,14.64891478,4.302175465,218.795592,,112.0984,10.0714,,,,,272.0393,272.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0393,38.9319,233.1074,255.7459,9.5532,4.9875,1.7527
Hunan,2002,534.0,483.0,3908.5,,146.8,526.0,5653.1,35286.0,15.91605,8.068999999999999,396.8608,,62.7053,3.0,,,,,149.5595,149.5595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5595,17.0346,132.5249,142.8608,2.8744,2.3843,1.44
Guangdong,2002,413.04,31.24,2062.33,,46.68,25.21,3162.15,96613.9,5.0198,0.4914,225.75,,32.8266,10.8248,,,,,628.0635,624.7467,374.3593,184.7227,189.6366,162.3354,36.9707,164.3346,3.3168,7.4018,253.7042,13.3042,240.4,224.847,13.8462,7.343,7.6679999999999975
Guangxi,2002,766.48,232.43,3029.29,,129.08,181.54,2656.54,22918.33,11.5927,2.6446,190.76,,14.9547,3.1007,,,,,255.1456,254.9339,166.4169,86.2969,80.12,59.1269,19.4473,84.0871,0.2117,3.5439,88.7287,9.8832,78.8455,85.2042,0.9985,2.0981,0.4279
Hainan,2002,149.47,94.81,309.09,,28.56,90.15,273.24,6960.62,2.5688,1.2413,23.260526,,3.1108,0.0365,,,,,109.2951,104.9318,91.8621,78.9122,12.9499,65.9121,11.6571,8.2058,4.3633,1.7238,17.433,2.2566,15.1764,14.1848,0.1849,3.0633,0.0
Chongqing,2002,164.47,213.03,1690.56,,43.64,207.1,1748.96,11482.01,5.0311,2.3628,126.9273,,31.5797,8.0952,,,,,21.1568,21.1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1568,1.2317,19.9251,20.6805,0.0591,0.2225,0.1947
Sichuan,2002,1067.4,1329.0,5376.22,,218.82,1094.0,6202.56,37148.5,23.64,16.8,458.85,,121.1137,38.9321,,,,,64.8436,64.8436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8436,5.0154,59.8282,63.854,0.258,0.2172,0.5144
Guizhou,2002,692.57,360.74,1869.07,,66.99,200.65,1285.0,4519.53,8.970692999999997,4.4944370000000005,115.2135,,7.927141579,2.527202247,,,,,7.4567,7.4567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4567,0.8411,6.6156,7.1378,0.1771,0.0,0.1156
Yunnan,2002,750.39,784.13,2486.9,,153.81,417.64,2259.86,9652.3,15.6801,7.1962,195.8607,,13.1574,17.5178,,,,,19.2564,19.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2564,2.3554,16.901,18.4305,0.6688,0.1341,0.0
Xizang,2002,577.13,1782.39,23.7,,89.48,530.38,14.4,0.0,9.4034,6.896,0.9182,,0.2539,19.0061,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2002,267.55,760.06,735.2,,71.13,447.02,770.1,5505.0,9.3908,6.8501,60.22182,,46.3563,54.0298,,,,,6.4109,6.4109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4109,0.2856,6.1253,6.3559,0.0,0.0,0.0
Gansu,2002,378.96,1209.06,625.05,,89.5,583.69,639.01,3017.66,9.487,9.33904,46.00872,,12.4102,16.8446,,,,,1.4757,1.4757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4757,0.0594,1.4163,1.4757,0.0,0.0,0.0
Qinghai,2002,410.66,1732.85,104.76,,91.28,475.35,104.55,188.56,7.0293,8.0001,7.1703,,1.3672,22.0342,,,,,0.1796,0.1796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796,0.0,0.1717,0.1796,0.0,0.0,0.0
Ningxia,2002,62.36,476.03,126.22,,23.26,288.71,138.2,1475.14,2.9071,4.4751,8.7915,,9.0424,30.7472,,,,,4.8576,4.8576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8576,0.0,4.8329,4.8493,0.0,0.0,0.0
Xinjiang,2002,414.1,3908.2,205.1,,188.7,2363.04,202.3,6196.54,25.8985,42.6172,14.86,,22.6366,94.8672,,,,,6.3906,6.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3906,0.9578,5.4328,6.334,0.0,0.0,0.0566
Beijing,2003,29.8,182.98,248.5,,29.84,300.95,466.97,16672.15,5.1798,4.697,32.68806014,,16.1755,63.2919,,,,,7.1249,7.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1249,0.0,7.1249,7.065,0.0599,0.0,0.0
Tianjin,2003,42.91,106.49,245.09,,32.82,142.45,412.94,9441.88,5.4147,3.1151,32.211,,24.2486,43.2264,,,,,29.8257,29.8257,5.085,4.2091,0.8759,1.8181,1.3228,0.6555,0.0,1.2886,24.7407,1.0796,23.6611,22.8581,1.5409,0.2407,0.10099999999999999
Hebei,2003,737.09,2209.71,2763.41,,526.73,2179.48,3875.1,63314.07,78.5867,29.0202,290.2523,,415.1898,197.9021,,,,,86.2715,86.2715,48.9702,31.1128,17.8574,17.7773,9.0483,18.1284,0.0,4.0162,37.3013,7.2487,30.0526,34.0328,2.5936,0.5567,0.1182
Shanxi,2003,218.34,1015.77,462.53,,49.76,496.99,610.24,3381.67,6.6687,7.2115,46.7852,,50.3488,53.24100000000001,,,,,3.1067,3.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1067,0.0,3.0798,3.1008,0.0,0.0,0.0
Neimenggu,2003,409.73,4450.15,647.73,,149.07,2867.74,791.91,9234.94,24.0252,45.3163,71.2719,,34.4437,308.0222,,,,,7.2794,7.2794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2794,2.8184,4.461,6.8885,0.3294,0.0,0.0613
Liaoning,2003,301.88,1076.86,1275.42,,224.63,403.1,1712.8,47962.0,33.8692,5.0958,147.9091,,169.5053,42.6899,,,,,381.9845,348.9404,330.8457,147.9639,182.8818,83.8219,32.5568,165.2123,33.0441,16.2106,51.1388,3.0553,48.0835,46.9397,2.985,0.41200000000000003,0.8021
Jilin,2003,500.0,392.0,523.89,,322.01,303.0,1127.08,44323.55,40.2513,3.7614,84.531,,90.0092,22.6804,,,,,10.8748,10.8748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8748,1.9298,8.945,10.725999999999999,0.0,0.1018,0.0
Heilongjiang,2003,526.39,1029.5,1046.22,,203.52,422.7,1174.2,14273.08,29.9303,6.6688,85.5715,,90.2852,300.4701,,,,,41.8915,41.8915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8915,4.7810000000000015,37.1105,41.5578,0.3229,0.0,0.0
Shanghai,2003,6.28,62.0,195.0,,0.15,72.0,410.0,14800.0,0.06,0.88,24.6,,15.0703,27.0508,,,,,35.4787,35.4787,13.3491,13.0773,0.2718,9.7842,1.7146,1.4369999999999998,0.0,0.4133,22.1296,0.6469,21.4827,15.1156,6.6263,0.0835,0.3042
Jiangsu,2003,66.4,1205.14,1992.96,,29.9,1548.04,3009.06,61151.7,5.5829999999999975,17.6458,221.1648,,188.1862,49.78100000000001,,,,,342.9302,341.5011,98.1715,57.2315,40.94,36.2791,12.0998,41.5229,1.4291,6.8406,244.7587,36.1445,208.6142,185.7964,45.7033,9.8691,3.3899
Zhejiang,2003,38.9,262.9,1132.38,,9.56,200.21,1792.01,20761.32,1.3788,3.605,117.2357,,42.2043,24.7275,,,,,482.8206,478.9624,406.0015,314.1511,91.8504,208.4516,82.0775,103.4764,3.8582,8.1378,76.8191,8.5616,68.2575,54.2787,10.0804,4.4816,7.9784
Anhui,2003,492.5555,1049.922,2019.31444,,248.96,1077.9,2557.166,45328.34,34.854498,15.090572,209.687612,,119.7758,9.0138,,,,,165.2645,165.2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.2645,40.461999999999996,124.8025,133.4902,18.7698,10.3782,2.6263
Fujian,2003,109.93,123.77,1180.808981,,25.58,118.65,1603.126454,17210.95,2.4844,1.6336,116.4333688,,42.3956,19.1903,,,,,572.7725,531.0538,507.8732,221.2006,286.6726,179.0121,37.2761,234.2485,41.7187,15.6178,64.8993,8.4203,56.479,55.26600000000001,3.3317,4.4847,1.8169
Jiangxi,2003,358.55,103.67,1301.18,,72.54,86.97,1858.8,30856.47,6.9627,1.3924,142.7407,,37.0631,10.8862,,,,,146.0644,146.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0644,23.0947,122.9697,133.6046,5.1604,5.0899,2.2095
Shandong,2003,1040.1706,3133.6745,2975.2145,,509.11,3466.05,4016.1626,135918.96,79.65,32.9275,332.6371,,424.6878,124.3868,,,,,706.225,652.6248,604.1543,268.0831,336.0712,186.7444,48.3656,284.8122,53.6002,30.6319,102.0701,10.0771,91.993,95.1054,5.3243,1.3239,0.3165
